Distance;Altitude;Easting;Northing;Longitude;Latitude
301.1;1664.6;2771331.4;1183068.5;9.682288;46.776745
309.4;1663.6;2771339.4;1183070.6;9.682393;46.776762
320.3;1662.1;2771350;1183072.9;9.682533;46.77678
332.6;1660.8;2771362.2;1183074.6;9.682693;46.776792
347.7;1659.1;2771377.3;1183075.9;9.682891;46.7768
354.9;1658.1;2771384.5;1183076.3;9.682986;46.776802
356.4;1657.9;2771386;1183076.4;9.683005;46.776802
364.1;1657.2;2771393.7;1183076.4;9.683106;46.7768
368.7;1656.5;2771398.1;1183075.3;9.683163;46.776789
370.8;1656.4;2771399.7;1183073.9;9.683184;46.776776
372.9;1656.2;2771400.4;1183071.9;9.683192;46.776758
375;1656.1;2771400.5;1183069.8;9.683193;46.776739
378.1;1655.9;2771400;1183066.8;9.683185;46.776712
380.9;1655.6;2771398.6;1183064.4;9.683166;46.776691
385;1654.9;2771395.4;1183061.8;9.683123;46.776669
394.9;1653.9;2771386.3;1183057.9;9.683002;46.776636
402.2;1652.9;2771379.8;1183054.5;9.682916;46.776607
407.5;1652.2;2771375.5;1183051.5;9.682859;46.776581
414;1651.6;2771371.2;1183046.6;9.6828;46.776538
418.9;1651;2771367.4;1183043.5;9.68275;46.776511
424.4;1650.5;2771362.3;1183041.5;9.682682;46.776495
430.3;1649.7;2771356.4;1183040.8;9.682605;46.77649
437.5;1648.8;2771349.2;1183040.8;9.68251;46.776492
442.1;1648.2;2771344.8;1183039.4;9.682452;46.77648
446.9;1647.7;2771340.9;1183036.6;9.6824;46.776456
452.1;1647;2771338.1;1183032.2;9.682362;46.776417
463.2;1645.4;2771332.3;1183022.8;9.682282;46.776334
482.6;1642.8;2771320.6;1183007.3;9.682124;46.776198
500.9;1640.6;2771308.7;1182993.4;9.681963;46.776076
515;1638.8;2771297.8;1182984.4;9.681817;46.775998
527.6;1637.2;2771287.7;1182976.9;9.681682;46.775933
536.8;1636.1;2771280.7;1182970.9;9.681588;46.775881
558.2;1633.4;2771262.8;1182959.3;9.681349;46.775781
573.3;1631.5;2771249.8;1182951.6;9.681176;46.775715
579.9;1630.9;2771244.8;1182947.3;9.681109;46.775678
584;1630.3;2771242.5;1182943.9;9.681078;46.775648
588;1629.9;2771242.1;1182939.9;9.681071;46.775612
592.1;1629.6;2771243.8;1182936.2;9.681092;46.775578
595.8;1629;2771246.3;1182933.4;9.681123;46.775552
600;1628.6;2771250.4;1182932.4;9.681177;46.775542
603.1;1628.3;2771253.4;1182932.8;9.681216;46.775545
606.8;1627.8;2771256.7;1182934.5;9.68126;46.77556
621.9;1626.5;2771270;1182941.8;9.681437;46.775622
635.9;1625.2;2771282.4;1182948.2;9.681601;46.775676
645.6;1624.4;2771291.4;1182951.9;9.681721;46.775707
651.4;1623.7;2771296.9;1182953.7;9.681793;46.775722
659.4;1623;2771304.5;1182956.1;9.681894;46.775742
665.3;1622.3;2771310.3;1182957.3;9.68197;46.775751
670.1;1621.9;2771315.1;1182957.8;9.682033;46.775754
677.1;1621.4;2771322;1182958.5;9.682124;46.775759
683.1;1621;2771327.9;1182957.5;9.6822;46.775748
693.1;1620.4;2771337.5;1182954.7;9.682325;46.775721
713.1;1619.9;2771356.2;1182947.5;9.682567;46.775651
719.3;1619.8;2771361.9;1182945.1;9.682641;46.775628
724.8;1619.7;2771366.7;1182942.4;9.682703;46.775602
728.2;1619.7;2771369.6;1182940.6;9.68274;46.775585
732.2;1619.6;2771372.6;1182938;9.682778;46.775561
736.6;1619.5;2771375.8;1182934.9;9.682819;46.775533
745.5;1619.2;2771379.9;1182927;9.68287;46.775461
753.6;1619.1;2771383;1182919.5;9.682907;46.775392
765.3;1618.9;2771386;1182908.2;9.682942;46.77529
771.4;1618.8;2771391.9;1182909.7;9.68302;46.775302
779.4;1618.6;2771399.8;1182908.8;9.683123;46.775292
794.4;1617.8;2771414.5;1182905.5;9.683314;46.775258
841.6;1617.8;2771430.95;1182861.3;9.683513;46.774857
888.8;1617.8;2771447.4;1182817.1;9.683712;46.774455
905.1;1618;2771454.1;1182802.2;9.683794;46.774319
920.8;1618.4;2771461.5;1182788.4;9.683886;46.774193
936.5;1617.5;2771472.7;1182777.4;9.684028;46.774091
987.4;1616.7;2771488.5;1182728.95;9.684217;46.773652
1038.4;1618.7;2771504.3;1182680.5;9.684405;46.773212
1076.8;1619.8;2771514.15;1182643.37;9.68452;46.772876
1115.2;1622.7;2771524;1182606.23;9.684635;46.772539
1153.6;1622.3;2771533.85;1182569.1;9.68475;46.772203
