Distance;Altitude;Easting;Northing;Longitude;Latitude
0;1460.7;2781802.1;1205187.5;9.828144;46.972844
20.7;1461.2;2781804.4;1205208.1;9.828183;46.973029
30.3;1461.5;2781807.3;1205217.2;9.828225;46.97311
47.7;1461.8;2781819.2;1205229.9;9.828386;46.973221
97.1;1463.6;2781859.1;1205259;9.828922;46.973472
130.6;1465.7;2781884.2;1205281.2;9.82926;46.973664
175.2;1468.4;2781917.85;1205310.45;9.829714;46.973918
219.7;1471.1;2781951.5;1205339.7;9.830168;46.974172
252.6;1472.5;2781976.3;1205361.2;9.830502;46.974358
307.4;1475.6;2782025.5;1205385.5;9.831158;46.974563
356.1;1478.2;2782063.9;1205415.4;9.831675;46.974822
375.8;1479.3;2782079.4;1205427.6;9.831883;46.974927
403.1;1481.1;2782098.2;1205447.4;9.832138;46.9751
426.2;1482.3;2782117.2;1205460.5;9.832393;46.975212
446;1483.4;2782132;1205473.6;9.832592;46.975326
460.1;1484.1;2782139.4;1205485.6;9.832694;46.975432
473.8;1484.9;2782142.7;1205498.9;9.832743;46.975551
483.1;1485.4;2782146.5;1205507.4;9.832796;46.975626
514.9;1487.2;2782165.1;1205533.2;9.833051;46.975853
539.6;1488.6;2782177.2;1205554.7;9.833219;46.976043
